6.412059121398483796e+01 6.205104871497556474e+01 5.137749335838311993e+01 7.467672571956966010e+01 7.329409519895496317e+01 6.455064508080022279e+01 6.371695703864613591e+01 6.321791842186376442e+01 6.191307921504161982e+01 6.005195872657087364e+01 5.800736815840073035e+01 5.789728611058109209e+01 6.400904140552758292e+01 6.038660815194257481e+01 5.926083574290704803e+01 7.396339404969835130e+01 7.062864188108204644e+01 8.173078334385228061e+01 7.161204150827083481e+01 6.947057873801942662e+01 8.326312544950172878e+01 8.443146291702750261e+01 7.456224038983722835e+01 8.653916719261425783e+01 8.713507801147790133e+01 8.571868899619852300e+01 8.588454594824675326e+01 8.562181679411720836e+01 8.707636758597408289e+01 8.544715327824337692e+01 8.554549324096227281e+01 8.597261158650248092e+01 8.691051063392583842e+01 8.645844035754652168e+01 8.507874535820701567e+01 8.432578415112064363e+01 8.420836330011303517e+01 8.300479957728494185e+01 8.134329453552714995e+01 7.408375042198123595e+01 7.652463636230206134e+01 5.132171845415450662e+01 6.037486606684182533e+01 6.075648383261656704e+01 4.730298982841878797e+01 5.491626425562520097e+01 5.927257782800781172e+01 5.935624018435073879e+01
5.866932820595618381e+01 5.323861384685386611e+01 5.888949230159546033e+01 5.925349693971907783e+01 5.914928593444982141e+01 6.140670179507124971e+01 5.771968707343206972e+01 6.094729271550397698e+01 5.851521333900866750e+01 6.015763749247773262e+01 5.966446991824574297e+01 5.789875387121868044e+01 5.839926024863865450e+01 5.696966138762091703e+01 6.256623269877150761e+01 7.453435293772290038e+01 6.557073872392891190e+01 6.835654841408464222e+01 6.640002348417020528e+01 6.823032099925144678e+01 7.063010964171964190e+01 7.656133037824190524e+01 8.007661710528248022e+01 8.304589687513760055e+01 6.999897256755367891e+01 8.197296384905551747e+01 8.211240110962705785e+01 8.326165768886413332e+01 8.359483935359823192e+01 8.288591096563972371e+01 8.468685326796908441e+01 8.365648530037722708e+01 8.403076426296401280e+01 8.372987333225697171e+01 8.295636347624430584e+01 8.374308317799533086e+01 8.310167177936622807e+01 8.518442412411383202e+01 8.145924762589720558e+01 7.257636024717089640e+01 7.582157901689394919e+01 4.684358074885147261e+01 5.968501856717207943e+01 5.882637859417887682e+01 6.008571722123555503e+01 5.842421217947779866e+01 5.997563517341590966e+01 6.096490584315510119e+01
6.079317784855645357e+01 5.926377126418223185e+01 5.969676065227282891e+01 5.920946412059121400e+01 5.910231759404675955e+01 5.952356489703660714e+01 6.100159985909498062e+01 6.178098075765807806e+01 5.984060119475716988e+01 6.110287534308906032e+01 5.910965639723474396e+01 6.025597745519660720e+01 6.199233828947176050e+01 6.622535996829635963e+01 8.725836990503590584e+01 6.704583816471209445e+01 6.768724956334122567e+01 6.936343221147495797e+01 6.792649454726922897e+01 6.883503838194067725e+01 8.107616209948479025e+01 8.338201406114691849e+01 8.176894512042979102e+01 8.503471253907913763e+01 8.422157314585140853e+01 8.693399480412736580e+01 8.617956583640342672e+01 8.488646871468205291e+01 8.587280386314598957e+01 8.248814783285143903e+01 8.382381001306308121e+01 8.658907105429247508e+01 8.434046175749659824e+01 8.284481366778707923e+01 8.152970013650175929e+01 8.338494958242209520e+01 8.248814783285143903e+01 8.346714417812744102e+01 8.240448547650849775e+01 8.214469184365414378e+01 7.016776504087714272e+01 5.542557719687074780e+01 5.340593855953972025e+01 6.076235487516697020e+01 5.957493651935240564e+01 5.361289280944063762e+01 6.051870660932615920e+01 6.054952958271565677e+01
5.999324830106706941e+01 6.077262919963013132e+01 5.941054732794176374e+01 6.115718248668008528e+01 6.031175235942524182e+01 6.154320353436762758e+01 5.938265987582743577e+01 6.212590450749293325e+01 6.022075119989433034e+01 6.006223305103404186e+01 6.242385991692474789e+01 5.876326488676226489e+01 6.080491993365721726e+01 5.769473514259295399e+01 5.942522493431771125e+01 8.161776577475747274e+01 8.305910672087595970e+01 7.040407450352998353e+01 6.729388971246569895e+01 7.497174560772634777e+01 6.971569476449781178e+01 8.141815032804450425e+01 8.270390864657790075e+01 7.419089694852564776e+01 8.449604438508167448e+01 8.403516754487675655e+01 8.698389866580559726e+01 8.433018743303345843e+01 8.712040040510194672e+01 8.351558027916809124e+01 8.867622668095290805e+01 8.655090927771502152e+01 8.918260410092322843e+01 8.648339228838561610e+01 8.701178611791991102e+01 8.397645711937296653e+01 8.481308068280227985e+01 8.416286272034757587e+01 8.260556868385904750e+01 8.322936695483701897e+01 7.049067238114810152e+01 5.578811407435675562e+01 5.807048186581733518e+01 4.645168865861355556e+01 4.834656764174899735e+01 5.966740543952091258e+01 5.645447740382497415e+01 5.453904977176324564e+01
5.444951637286992963e+01 6.222277670957419815e+01 5.986995640750907199e+01 5.974519675331347912e+01 5.754795907883344341e+01 5.960722725337952710e+01 5.885866932820596276e+01 5.843595426457854103e+01 6.049815796039983695e+01 6.097664792825584357e+01 6.268071802850393226e+01 5.949274192364709535e+01 6.014442764673937347e+01 6.684915823927434531e+01 7.954381999383541313e+01 6.977587295063921147e+01 6.509665203798564903e+01 6.684035167544880096e+01 6.476640589452672714e+01 7.744639004271182614e+01 6.756982871233360299e+01 7.982122675434094106e+01 8.024540957860595825e+01 7.795717074459501816e+01 8.309286521554068372e+01 8.018963467437730230e+01 8.276261907208171920e+01 8.094699916337646073e+01 8.356548414084632270e+01 8.079728757834172370e+01 8.264519822107413916e+01 7.934126902584731056e+01 8.146658642908514025e+01 8.211973991281504937e+01 8.226358045529937613e+01 8.161336249284467215e+01 8.265547254553726475e+01 8.109377522713596420e+01 8.042447637639257607e+01 8.331009378990474090e+01 7.952033582363387154e+01 5.806461082326696044e+01 5.129970204459057470e+01 5.946045118962000942e+01 4.797522420043739544e+01 4.599227957904625441e+01 5.571912932438978316e+01 6.188519176292730606e+01
5.667023821755149271e+01 5.053499875240346029e+01 5.883224963672923735e+01 6.189546608739049560e+01 6.075941935389178639e+01 5.654107528144310635e+01 5.496029707475305059e+01 6.054219077952767947e+01 6.171199600769107008e+01 6.274970277847090472e+01 6.103242283248449240e+01 6.189253056611527626e+01 5.995948980640237380e+01 6.170465720450306435e+01 7.846941920711572038e+01 7.068001350339785915e+01 6.798520497277303321e+01 6.758597407934713885e+01 7.428043034741895667e+01 7.322070716707519011e+01 7.151810482746472530e+01 7.975958080756190327e+01 8.117596982284131002e+01 7.924439682376601013e+01 7.979187154158900341e+01 8.077673892941540146e+01 8.173371886512747153e+01 8.113780804626382803e+01 8.233843624781673043e+01 7.985058196709276501e+01 8.115542117391495935e+01 7.975958080756190327e+01 8.034962058387520756e+01 7.984764644581765936e+01 8.026155494561947989e+01 7.926494547269231816e+01 8.169115380663724579e+01 8.167500843962369572e+01 8.254979377963039155e+01 8.045383158914445687e+01 6.031028459878762504e+01 4.662781993512498246e+01 7.421438111872716092e+01 6.142725044399759327e+01 5.352042388927213779e+01 5.893058959944811193e+01 7.342472589570093078e+01 7.265121603968825070e+01
5.984940775858274975e+01 5.743347374910100456e+01 6.549294741013638088e+01 6.531388061234973463e+01 6.990210036547242112e+01 5.980977822136767230e+01 6.563238467070789284e+01 6.034844637536509282e+01 7.043049419500670183e+01 6.217727612980875307e+01 6.448019257019565487e+01 5.875592608357429469e+01 6.747442427088992645e+01 5.821872569021445543e+01 7.360819597540033499e+01 8.257034242855672801e+01 7.369332609238085752e+01 7.744932556398703127e+01 7.889213427074312790e+01 6.927683433385681155e+01 7.897286110581087826e+01 8.164418546623420525e+01 8.291820169966683807e+01 8.140200496103098260e+01 8.160455592901911359e+01 8.204928740221045302e+01 8.075031923793869737e+01 8.182472002465839012e+01 8.513598802307316760e+01 8.642614962351940733e+01 8.305910672087595970e+01 8.394416638534589481e+01 8.384142314071422675e+01 8.372400228970661828e+01 8.551026698565998174e+01 8.286095903480058666e+01 8.353906444936960440e+01 8.174105766831544884e+01 8.295929899751951098e+01 8.327046425268970609e+01 8.302975150812407890e+01 6.080638769429482693e+01 5.927551334928303817e+01 6.056420718909160428e+01 7.468406452275763741e+01 7.187623842303798938e+01 7.121574613612013138e+01 6.975679206235048468e+01
7.110419632766287634e+01 5.918304442911450280e+01 7.092806505115146365e+01 6.903905711056638950e+01 6.854588953633442827e+01 6.336616224626089178e+01 7.121427837548252171e+01 7.093687161497700799e+01 6.578649953765538783e+01 6.672880186699153171e+01 6.658055804259440436e+01 6.736874550498308167e+01 6.314159486870880755e+01 6.375218329394842698e+01 7.148581409343768200e+01 8.778529597393259110e+01 8.274647370506814070e+01 6.655854163303048665e+01 7.965096652037989600e+01 6.722637272313633616e+01 7.710586957478975023e+01 7.320896508197438379e+01 7.852372635070670981e+01 8.015881170098781183e+01 7.846648368584052946e+01 7.975370976501153564e+01 8.061968854119268713e+01 7.981535571179053079e+01 8.197296384905551747e+01 8.005900397763133469e+01 8.063436614756867016e+01 8.199351249798179708e+01 8.172931558321471357e+01 8.282279725822311889e+01 8.217257929576847175e+01 8.333651348138145920e+01 8.210212678516390383e+01 8.180417137573202524e+01 8.024834509988110653e+01 8.085453024320794668e+01 6.162099484816017281e+01 5.727348783960312062e+01 6.397821843213807824e+01 6.834187080770868761e+01 7.048480133859771968e+01 6.107645565161234913e+01 7.000484361010404655e+01 6.937223877530051652e+01
5.824514538169116662e+01 7.240022897065951213e+01 6.848717911083062404e+01 6.982577681231745714e+01 5.953090370022457023e+01 7.056699593430303707e+01 6.845048509489075172e+01 6.038660815194257481e+01 7.094127489688982280e+01 7.078128898739196018e+01 6.366118213441752971e+01 6.453596747442426818e+01 6.853855073314646518e+01 5.731605289809337478e+01 7.029546021634790520e+01 8.842377185128653139e+01 8.163831442368379498e+01 6.776650863777136635e+01 7.898753871218681866e+01 7.414099308684743050e+01 8.824910833541265731e+01 8.922810468068870193e+01 7.201861120488473489e+01 8.265253702426210225e+01 8.201552890754577163e+01 8.327339977396488280e+01 8.256006810409358820e+01 8.465015925202915525e+01 8.138292407274227003e+01 8.328954514097843287e+01 8.027623255199547714e+01 8.148419955673628579e+01 7.689157652170084134e+01 8.011331112122235254e+01 8.034815282323755525e+01 8.347007969940263195e+01 8.326459321013931003e+01 8.613406525663795321e+01 8.342604688027475390e+01 8.566438185260749094e+01 7.082678956715740526e+01 5.711496969074284635e+01 7.690625412807678174e+01 7.792781553184306631e+01 7.255140831633178777e+01 7.349517840630551291e+01 7.219914576330890554e+01 7.112768049786443214e+01
7.215511294418107013e+01 7.210520908250282446e+01 7.214337085908030645e+01 7.112180945531402187e+01 7.295944577358325489e+01 6.164447901836168597e+01 7.392376451248331648e+01 7.123629478504646784e+01 6.875284378623533144e+01 7.040554226416756478e+01 6.868532679690598286e+01 6.916968780731238553e+01 7.003566658349356544e+01 7.004006986540636603e+01 6.827435381837929640e+01 9.565689627335575551e+01 8.726864422949904565e+01 8.560860694837886342e+01 8.399407024702411206e+01 8.857201567568361611e+01 9.899385008292844645e+01 8.803775080359895355e+01 7.970820918524607634e+01 8.472207952327134706e+01 8.707783534661169256e+01 9.890505056435398501e+01 1.000000000000000000e+02 8.177481616298015865e+01 8.550733146438479082e+01 8.852945061719334774e+01 8.488206543276920968e+01 8.804802512806212178e+01 8.737285523476833760e+01 8.614874286301392203e+01 8.775153747926790970e+01 8.553668667713668583e+01 8.639239112885472593e+01 9.114940335530083360e+01 7.610338905931222087e+01 7.775755529788202125e+01 6.149329967268937480e+01 5.711496969074284635e+01 6.797786616958505590e+01 6.247816706051577995e+01 5.912286624297308180e+01 6.261613656044973197e+01 6.141697611953442504e+01 5.640750906342194781e+01
